79, Local-gov, 84616, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 7, United-States, <=50K
20, Private, 211345, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 20, United-States, <=50K
69, Self-emp-not-inc, 170877, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K
18, ?, 97318, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K
43, Private, 184105, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K
50, Private, 150941, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 44, United-States, <=50K
32, Private, 303942, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Local-gov, 273929, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 197077, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 162825, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
46, Private, 159869, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
19, Private, 158343, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, ?, <=50K
17, ?, 406920, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 227986, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 137527, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
36, Private, 180150, 12th, 8, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 239539, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
58, Private, 281792, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 224799, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
64, Private, 292639, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 10566, 0, 35, United-States, <=50K
66, Private, 22313, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, <=50K
42, Private, 194636, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 156089, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 193720, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 40, United-States, >50K
25, Private, 218667, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 358837, Some-college, 10, Never-married, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
20, Private, 174685, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 168854, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 54, United-States, <=50K
28, Private, 133696, Bachelors, 13, Never-married, Sales, Unmarried, White, Male, 0, 0, 65, United-States, <=50K
23, Federal-gov, 350680, Assoc-acdm, 12, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, Poland, <=50K
18, Private, 115215, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
43, Self-emp-not-inc, 152958, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
29, Private, 217200, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 235124, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 46, Dominican-Republic, <=50K
31, Local-gov, 144949, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 135470, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
42, Private, 281209, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
46, Private, 155489, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
38, Private, 290306, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
18, Private, 182042, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 19, United-States, <=50K
31, Private, 210008, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
54, Private, 234938, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 55, United-States, <=50K
46, Private, 315423, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 2042, 50, United-States, <=50K
27, Self-emp-not-inc, 30244, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 80, United-States, <=50K
50, Local-gov, 30008, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
38, Self-emp-not-inc, 201328, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 56, United-States, <=50K
36, State-gov, 96468, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 486332, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, Mexico, <=50K
19, Private, 46162, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 25, United-States, <=50K
60, Local-gov, 98350, Some-college, 10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 60, Philippines, <=50K
45, Local-gov, 175958, 9th, 5, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 119309, Some-college, 10, Never-married, Tech-support, Own-child, White, Male, 0, 1602, 16, United-States, <=50K
42, Private, 175935, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 1980, 46, United-States, <=50K
38, Private, 204527, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
22, ?, 57827, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 418176, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 32, United-States, <=50K
23, Private, 262744, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 177287, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 30, United-States, <=50K
30, Private, 255004, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Male, 0, 0, 52, United-States, <=50K
62, Private, 183735, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Self-emp-not-inc, 318644, Prof-school, 15, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 20, United-States, <=50K
42, Federal-gov, 132125, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 52, United-States, >50K
33, Private, 206051, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Self-emp-inc, 99185, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, ?, >50K
35, Private, 225750, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
33, Private, 245777, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 169092, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
62, Private, 211035, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 30, United-States, >50K
24, Private, 285432, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 154779, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
54, Private, 37237, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Private, 417419, 7th-8th, 4, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
39, Self-emp-inc, 33975, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 42485, HS-grad, 9, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 170017, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 152683, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 3908, 0, 35, United-States, <=50K
20, Private, 41721, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 60, United-States, <=50K
64, Private, 66634, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Self-emp-inc, 257216, Masters, 14, Widowed, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 167882, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
45, Private, 179428, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K
26, Private, 57512, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 301614, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 193820, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 1876, 40, United-States, <=50K
58, Private, 222247, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1887, 40, United-States, >50K
39, Self-emp-inc, 189092, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
47, Private, 217509, HS-grad, 9, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 45, Thailand, <=50K
35, Private, 308691, Masters, 14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
38, Private, 169672, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 120914, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 370156, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
28, Private, 398220, 5th-6th, 3, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
44, Self-emp-not-inc, 208277, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 45, United-States, <=50K
40, Private, 337456, HS-grad, 9, Divorced, Protective-serv, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
55, Private, 172666, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Self-emp-not-inc, 32280, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
33, Private, 194901, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
19, ?, 57329, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 30, Japan, <=50K
32, Private, 173730, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, United-States, >50K
45, Local-gov, 153312, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 10, United-States, >50K
23, Private, 274797, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 25, United-States, <=50K
31, Private, 359249, Assoc-voc, 11, Never-married, Protective-serv, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
22, Private, 152744, Some-college, 10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
59, Private, 188041, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
32, Private, 97723, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
49, State-gov, 354529, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 249727, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K
26, Private, 189590, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
23, State-gov, 298871, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K
55, Self-emp-not-inc, 205296, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 50, United-States, <=50K
47, Private, 303637, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 49, United-States, >50K
44, Private, 242861, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 37599, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 24, United-States, <=50K
40, State-gov, 199381, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 15024, 0, 37, United-States, >50K
32, Self-emp-not-inc, 56328, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 8, United-States, >50K
20, Private, 256211, Some-college, 10, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K
84, Local-gov, 163685, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 33, United-States, <=50K
40, Private, 266084, Some-college, 10, Divorced, Craft-repair, Other-relative, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 161111, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 199031, Some-college, 10, Divorced, Transport-moving, Own-child, White, Male, 0, 1380, 40, United-States, <=50K
47, Private, 166634, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, Germany, <=50K
62, Self-emp-not-inc, 204085, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States, <=50K
19, ?, 369527, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 464945, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
44, Local-gov, 174684, HS-grad, 9, Divorced, Craft-repair, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
26, Local-gov, 166295, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 41, United-States, <=50K
36, Private, 220511, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 246936, 11th, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 104509, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
48, ?, 266337, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 252168, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, <=50K
25, Private, 92093, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 20, United-States, <=50K
62, Private, 88055, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 129591, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 142719, HS-grad, 9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 65, United-States, <=50K
18, ?, 264924, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 128796, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 44, United-States, >50K
38, Private, 115336, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 70, United-States, <=50K
52, Private, 190333, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
63, Self-emp-not-inc, 179444, 7th-8th, 4, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 15, United-States, <=50K
49, Private, 218676, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 43, United-States, <=50K
17, Local-gov, 148194, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, United-States, <=50K
33, Private, 184833, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
70, Self-emp-not-inc, 280639, HS-grad, 9, Widowed, Other-service, Other-relative, White, Female, 2329, 0, 20, United-States, <=50K
19, Private, 217769, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
27, ?, 180553, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, United-States, >50K
61, Private, 56009, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 255334, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States, >50K
46, Self-emp-inc, 328216, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 42, ?, >50K
29, Private, 349154, 10th, 6, Separated, Farming-fishing, Unmarried, White, Female, 0, 0, 40, Guatemala, <=50K
40, Local-gov, 24763, Some-college, 10, Divorced, Transport-moving, Unmarried, White, Male, 6849, 0, 40, United-States, <=50K
43, State-gov, 41834, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 38, United-States, >50K
24, Private, 113466, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 130856, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
61, Self-emp-not-inc, 268797, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 17, United-States, <=50K
48, Private, 202117, 11th, 7, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 34, United-States, <=50K
19, Private, 280146, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
30, Private, 70377, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 236696, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
39, Local-gov, 222572, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 43, United-States, <=50K
46, Self-emp-inc, 110702, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 2036, 0, 60, United-States, <=50K
40, Private, 96129, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 72, United-States, >50K
27, Local-gov, 200492, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 193820, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
31, Private, 454508, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 2001, 40, United-States, <=50K
58, Private, 220789, Bachelors, 13, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
33, Private, 101345, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 42, Canada, >50K
40, Private, 140559, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, <=50K
40, Self-emp-inc, 64885, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, >50K
31, Private, 402361, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 143582, HS-grad, 9, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 48, China, <=50K
49, Private, 185385, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
24, Private, 112706, Assoc-voc, 11, Never-married, Tech-support, Own-child, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 130364, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
58, Local-gov, 147428, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
20, Private, 205895, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
65, ?, 273569, HS-grad, 9, Widowed, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 153160, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
48, Self-emp-not-inc, 167918, Masters, 14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 50, India, <=50K
41, Private, 195661, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 54, United-States, <=50K
27, State-gov, 146243, Some-college, 10, Separated, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
52, ?, 105428, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 12, United-States, <=50K
26, Private, 149943, HS-grad, 9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male, 0, 0, 60, ?, <=50K
52, Local-gov, 246197, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 192563, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
19, Private, 244115, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 30, United-States, <=50K
39, Local-gov, 98587, Some-college, 10, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 45, United-States, <=50K
47, Private, 145886, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 244315, HS-grad, 9, Divorced, Craft-repair, Other-relative, Other, Male, 0, 0, 40, United-States, <=50K
48, Private, 192779, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 209464, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
60, Private, 25141, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
28, Private, 405793, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 45, United-States, >50K
47, Federal-gov, 53498, HS-grad, 9, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
69, ?, 476653, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
40, Self-emp-not-inc, 162312, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 0, 0, 66, South, <=50K
37, Private, 277022, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Female, 3887, 0, 40, Nicaragua, <=50K
41, State-gov, 109762, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 123031, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 48, Trinadad&Tobago, <=50K
46, Federal-gov, 119890, Assoc-voc, 11, Separated, Tech-support, Not-in-family, Other, Female, 0, 0, 30, United-States, <=50K
21, Self-emp-not-inc, 409230, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, <=50K
44, Private, 223308, Masters, 14, Separated, Sales, Unmarried, White, Female, 0, 0, 48, United-States, <=50K
38, ?, 129150, 10th, 6, Separated, ?, Own-child, White, Male, 0, 0, 35, United-States, <=50K
47, Self-emp-not-inc, 119199, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, >50K
42, Private, 46221, Doctorate, 16, Married-spouse-absent, Other-service, Not-in-family, White, Male, 27828, 0, 60, ?, >50K
42, Local-gov, 351161, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 174533, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, >50K
32, Private, 324386, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 126568, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 33, United-States, <=50K
26, Private, 275703, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 219611, Bachelors, 13, Never-married, Sales, Not-in-family, Black, Female, 2174, 0, 50, United-States, <=50K
49, Private, 200471, 11th, 7, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
65, Private, 155261, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
73, State-gov, 74040, 7th-8th, 4, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
34, Private, 226296, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 211968, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
49, Local-gov, 126446, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
25, Private, 262885, 11th, 7, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
39, Private, 188069, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 25, United-States, <=50K
19, Private, 113546, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 56, United-States, <=50K
24, Private, 227070, 10th, 6, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 136997, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
35, ?, 119006, HS-grad, 9, Widowed, ?, Own-child, White, Female, 0, 0, 38, United-States, <=50K
21, Private, 212407, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 197810, Masters, 14, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
35, Federal-gov, 35309, Bachelors, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 28, ?, <=50K
39, Private, 141802, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
