24, Local-gov, 69640, Some-college, 10, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 165138, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 109055, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 3137, 0, 45, United-States, <=50K
27, Private, 193122, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, ?, 425497, Assoc-acdm, 12, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
48, Private, 191858, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 297155, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
29, Local-gov, 181282, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
50, Federal-gov, 111700, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
18, Private, 35065, HS-grad, 9, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 35, United-States, <=50K
37, Private, 298539, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 55, United-States, >50K
51, Self-emp-not-inc, 95435, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
31, Private, 162160, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 47, United-States, <=50K
29, Private, 176037, Assoc-voc, 11, Divorced, Tech-support, Not-in-family, Black, Male, 14344, 0, 40, United-States, >50K
39, Private, 314007, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2051, 40, United-States, <=50K
48, Private, 197683, Some-college, 10, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, United-States, >50K
44, Private, 242521, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 50, United-States, >50K
39, Private, 290321, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Local-gov, 44064, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K
27, ?, 174163, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, United-States, >50K
42, Private, 374790, 9th, 5, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 231562, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 33, United-States, <=50K
27, Private, 376150, Some-college, 10, Married-spouse-absent, Sales, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
51, Private, 99987, 10th, 6, Separated, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
27, Self-emp-not-inc, 120126, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Self-emp-not-inc, 33717, 11th, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 132879, 1st-4th, 2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Italy, <=50K
45, Private, 304570, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 60, China, >50K
40, Private, 100292, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, >50K
63, Private, 117473, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 40, United-States, >50K
41, Private, 239833, HS-grad, 9, Married-spouse-absent, Transport-moving, Unmarried, Black, Male, 0, 0, 50, United-States, <=50K
53, ?, 155233, 12th, 8, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, Italy, <=50K
34, Private, 130369, HS-grad, 9, Divorced, Transport-moving, Unmarried, White, Female, 1151, 0, 48, Germany, <=50K
34, Private, 347166, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 502752, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
22, State-gov, 255575, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
49, Private, 277946, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
43, ?, 214541, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 35, United-States, <=50K
36, Private, 143123, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
27, Private, 69132, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K
52, Self-emp-not-inc, 34973, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1887, 60, United-States, >50K
29, Private, 236992, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 50, United-States, <=50K
27, Private, 492263, 10th, 6, Separated, Machine-op-inspct, Own-child, White, Male, 0, 0, 35, Mexico, <=50K
42, Private, 180019, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 65, United-States, <=50K
49, Self-emp-not-inc, 47086, Bachelors, 13, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 222853, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
22, Private, 344176, HS-grad, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 20, United-States, <=50K
30, Self-emp-not-inc, 223212, Bachelors, 13, Never-married, Sales, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 110981, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 162688, Assoc-voc, 11, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
45, Self-emp-inc, 181307, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 43, United-States, >50K
39, Private, 148903, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 4687, 0, 50, United-States, >50K
43, Private, 306440, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 66, France, <=50K
18, Private, 210311, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
53, Private, 127117, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
74, Private, 54732, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, >50K
39, Private, 271521, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 48, Philippines, >50K
33, ?, 216908, 10th, 6, Never-married, ?, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 543922, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 42, United-States, >50K
21, Private, 766115, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 35, United-States, <=50K
65, ?, 52728, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 284166, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1564, 50, United-States, >50K
49, Private, 122206, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States, <=50K
20, ?, 95989, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 334039, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 44, United-States, >50K
46, Self-emp-not-inc, 225456, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 112847, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male, 7298, 0, 32, United-States, >50K
61, Self-emp-not-inc, 171840, HS-grad, 9, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 16, United-States, <=50K
48, Private, 180695, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
44, Private, 121012, 9th, 5, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
37, Self-emp-inc, 126569, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
45, Private, 227791, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1740, 50, United-States, <=50K
51, Self-emp-not-inc, 290290, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
33, Local-gov, 251521, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
55, Self-emp-not-inc, 41938, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 8, United-States, <=50K
25, Private, 27678, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 60, United-States, <=50K
26, Private, 133756, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
54, Private, 215990, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
38, Private, 461337, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 33, United-States, <=50K
39, Local-gov, 344855, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 20, United-States, >50K
20, State-gov, 214542, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 258170, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Federal-gov, 242147, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Other, Male, 0, 0, 45, United-States, <=50K
42, Private, 235700, HS-grad, 9, Divorced, Handlers-cleaners, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 278130, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 261241, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K
60, Private, 85995, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 50, South, >50K
42, Private, 340885, HS-grad, 9, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
42, Private, 152889, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
46, Private, 195023, HS-grad, 9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Columbia, <=50K
52, State-gov, 109600, Masters, 14, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 4787, 0, 44, United-States, >50K
27, ?, 249463, Assoc-voc, 11, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
43, Private, 158177, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
43, State-gov, 47818, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 391468, 11th, 7, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
52, Local-gov, 199995, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 60, United-States, >50K
31, Private, 231043, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
38, ?, 281768, 7th-8th, 4, Divorced, ?, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
44, Private, 267790, 9th, 5, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
27, Private, 217379, Some-college, 10, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
50, Private, 421561, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 50953, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 138504, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
36, State-gov, 177064, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 103064, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 3674, 0, 40, United-States, <=50K
59, Private, 184493, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 104089, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
23, Private, 149204, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 405284, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1340, 42, United-States, <=50K
25, Local-gov, 137296, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 38, United-States, <=50K
40, Private, 87771, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 1628, 45, United-States, <=50K
38, State-gov, 125499, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 7688, 0, 60, India, >50K
31, Private, 59083, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 35, United-States, <=50K
28, Local-gov, 138332, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 198914, HS-grad, 9, Never-married, Sales, Unmarried, Black, Male, 0, 0, 25, United-States, <=50K
46, Local-gov, 238162, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1887, 50, United-States, >50K
29, Private, 123677, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Laos, <=50K
38, Federal-gov, 325538, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
53, Private, 251063, Some-college, 10, Separated, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
33, Private, 51471, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 1902, 40, United-States, >50K
39, Private, 175681, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 60, ?, <=50K
44, Private, 165599, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
46, Private, 149640, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, England, >50K
30, Private, 143526, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 211160, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 342989, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
62, Self-emp-not-inc, 173631, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 70, United-States, <=50K
25, Private, 141876, HS-grad, 9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
45, Private, 137604, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 129232, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
64, Federal-gov, 271550, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 456922, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
60, Private, 232242, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 352188, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 114967, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 201981, HS-grad, 9, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, State-gov, 159247, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
24, Private, 125905, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 186824, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
42, Local-gov, 121012, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
58, Private, 110844, Masters, 14, Widowed, Sales, Not-in-family, White, Female, 0, 0, 27, United-States, <=50K
23, Private, 143003, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 1887, 50, India, >50K
31, Federal-gov, 59732, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
28, Private, 178489, Bachelors, 13, Never-married, Exec-managerial, Unmarried, Black, Female, 0, 0, 45, ?, <=50K
41, ?, 252127, Some-college, 10, Widowed, ?, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
37, Private, 109633, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 16, United-States, >50K
19, Private, 160811, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 38, United-States, <=50K
27, Self-emp-not-inc, 365110, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
61, Self-emp-not-inc, 113080, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 58, United-States, >50K
39, Private, 206074, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
25, Private, 173062, Bachelors, 13, Never-married, Handlers-cleaners, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
58, Private, 117273, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Self-emp-not-inc, 153805, Some-college, 10, Married-civ-spouse, Transport-moving, Other-relative, Other, Male, 0, 0, 50, Ecuador, >50K
51, Private, 293802, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 52, United-States, <=50K
43, Local-gov, 153132, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
46, Private, 166809, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
67, ?, 34122, 5th-6th, 3, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Local-gov, 231725, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 63210, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, <=50K
35, Private, 108293, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 32, United-States, >50K
57, Private, 116878, 1st-4th, 2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Italy, <=50K
40, Private, 110622, Prof-school, 15, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
42, Local-gov, 180318, 10th, 6, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 35, United-States, <=50K
67, Self-emp-inc, 112318, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 252079, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 7688, 0, 44, United-States, >50K
30, Private, 27153, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
26, Private, 73312, 11th, 7, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 15, United-States, <=50K
51, Private, 145409, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 167882, Some-college, 10, Widowed, Other-service, Other-relative, Black, Female, 0, 0, 45, Haiti, <=50K
24, Private, 236696, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male, 0, 0, 35, United-States, <=50K
48, Self-emp-not-inc, 28791, HS-grad, 9, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 50, United-States, <=50K
34, State-gov, 118551, Bachelors, 13, Married-civ-spouse, Tech-support, Own-child, White, Female, 5178, 0, 25, ?, >50K
70, Private, 187292, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 6418, 0, 40, United-States, >50K
35, Private, 189922, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, ?, 584259, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 2, United-States, >50K
26, Private, 173992, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
64, Private, 253759, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 3, United-States, <=50K
26, Private, 111243, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
39, Self-emp-not-inc, 147850, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, <=50K
55, Private, 171015, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 36, United-States, <=50K
23, Private, 118023, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, ?, <=50K
33, Self-emp-not-inc, 361497, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 137290, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
28, Local-gov, 401886, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 20, United-States, <=50K
50, Private, 201882, Masters, 14, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 30, United-States, <=50K
26, Local-gov, 30793, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 55, United-States, >50K
44, Federal-gov, 139161, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 1741, 40, United-States, <=50K
51, Private, 210736, HS-grad, 9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 167781, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 103986, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 39, United-States, >50K
29, Private, 144592, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
24, Private, 493034, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 184078, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 191814, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
24, Private, 329852, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 223660, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
47, Private, 177087, Some-college, 10, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 50, United-States, >50K
30, Private, 143766, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
35, Private, 234271, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Federal-gov, 314822, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
42, Private, 195584, Assoc-acdm, 12, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
70, Self-emp-inc, 207938, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2377, 50, United-States, >50K
41, Private, 126850, Prof-school, 15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
36, Private, 279485, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
44, Private, 267717, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, >50K
42, ?, 175935, HS-grad, 9, Separated, ?, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 163665, Some-college, 10, Never-married, Transport-moving, Own-child, White, Female, 0, 0, 17, United-States, <=50K
29, Private, 200468, 10th, 6, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 91501, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 182771, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, >50K
59, Self-emp-not-inc, 56392, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 1579, 60, United-States, <=50K
31, Private, 20511, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
21, Private, 538822, HS-grad, 9, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
26, Private, 332008, Some-college, 10, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male, 0, 0, 37, Taiwan, <=50K
57, Self-emp-inc, 220789, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
59, Self-emp-not-inc, 114760, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, >50K
87, ?, 90338, HS-grad, 9, Widowed, ?, Not-in-family, White, Male, 0, 0, 2, United-States, <=50K
25, Private, 181576, Some-college, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
39, Private, 198841, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 45, United-States, >50K
53, Private, 53197, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 40, United-States, >50K
32, State-gov, 542265, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 193026, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 25505, Assoc-voc, 11, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
17, Private, 375657, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 30, United-States, <=50K
